date,iso_code,continent,country,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
2020-01-27,DEU,Europe,Germany,1.0,1.0,,,,,0.012,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-01-28,DEU,Europe,Germany,4.0,3.0,,,,,0.048,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-01-29,DEU,Europe,Germany,4.0,0.0,,,,,0.048,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-01-30,DEU,Europe,Germany,4.0,0.0,,,,,0.048,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-01-31,DEU,Europe,Germany,5.0,1.0,,,,,0.06,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-02-01,DEU,Europe,Germany,8.0,3.0,1.143,,,,0.096,0.036,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-02-02,DEU,Europe,Germany,10.0,2.0,1.429,,,,0.12,0.024,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-4767.9,-4.74,-5.22,-57.1632017502665
2020-02-03,DEU,Europe,Germany,12.0,2.0,1.571,,,,0.144,0.024,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-02-04,DEU,Europe,Germany,12.0,0.0,1.143,,,,0.144,0.0,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-02-05,DEU,Europe,Germany,12.0,0.0,1.143,,,,0.144,0.0,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-02-06,DEU,Europe,Germany,12.0,0.0,1.143,,,,0.144,0.0,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-02-07,DEU,Europe,Germany,13.0,1.0,1.143,,,,0.156,0.012,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-02-08,DEU,Europe,Germany,13.0,0.0,0.714,,,,0.156,0.0,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-02-09,DEU,Europe,Germany,14.0,1.0,0.571,,,,0.168,0.012,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-6599.8,-5.43,-8.78,-79.1261769146603
2020-02-10,DEU,Europe,Germany,14.0,0.0,0.286,,,,0.168,0.0,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-02-11,DEU,Europe,Germany,16.0,2.0,0.571,,,,0.192,0.024,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-02-12,DEU,Europe,Germany,16.0,0.0,0.571,,,,0.192,0.0,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-02-13,DEU,Europe,Germany,16.0,0.0,0.571,,,,0.192,0.0,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-02-14,DEU,Europe,Germany,16.0,0.0,0.429,,,,0.192,0.0,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-02-15,DEU,Europe,Germany,16.0,0.0,0.429,,,,0.192,0.0,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-02-16,DEU,Europe,Germany,16.0,0.0,0.286,,,,0.192,0.0,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-8363.3,-5.85,-8.24,-100.26909230437
2020-02-17,DEU,Europe,Germany,16.0,0.0,0.286,,,,0.192,0.0,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-02-18,DEU,Europe,Germany,16.0,0.0,0.0,,,,0.192,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-02-19,DEU,Europe,Germany,16.0,0.0,0.0,,,,0.192,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-02-20,DEU,Europe,Germany,16.0,0.0,0.0,,,,0.192,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-02-21,DEU,Europe,Germany,16.0,0.0,0.0,,,,0.192,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-02-22,DEU,Europe,Germany,16.0,0.0,0.0,,,,0.192,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-02-23,DEU,Europe,Germany,16.0,0.0,0.0,,,,0.192,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-11277.2,-6.84,-13.33,-135.204358056609
2020-02-24,DEU,Europe,Germany,16.0,0.0,0.0,,,,0.192,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-02-25,DEU,Europe,Germany,16.0,0.0,0.0,,,,0.192,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-02-26,DEU,Europe,Germany,21.0,5.0,0.714,,,,0.252,0.06,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.67,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-02-27,DEU,Europe,Germany,26.0,5.0,1.429,,,,0.312,0.06,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.67,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-02-28,DEU,Europe,Germany,53.0,27.0,5.286,,,,0.635,0.324,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-02-29,DEU,Europe,Germany,66.0,13.0,7.143,,,,0.791,0.156,0.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-03-01,DEU,Europe,Germany,117.0,51.0,14.429,,,,1.403,0.611,0.173,,,,,,,,,,,24.0,0.288,,,,,,,,,,,,,,,,,,,,,,,25.0,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-14146.5,-7.56,-12.82,-169.604906470384
2020-03-02,DEU,Europe,Germany,150.0,33.0,19.143,,,,1.798,0.396,0.23,,,,2.74,,,,,,,29.0,0.348,,,,,,,,,,,,,,,,,,,,,,,25.0,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-03-03,DEU,Europe,Germany,188.0,38.0,24.571,,,,2.254,0.456,0.295,,,,2.8,,,,,,,47.0,0.563,,,,,,,,,,,,,,,,,,,,,,,25.0,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-03-04,DEU,Europe,Germany,240.0,52.0,31.286,,,,2.877,0.623,0.375,,,,2.88,,,,,,,65.0,0.779,,,,,,,,,,,,,,,,,,,,,,,25.0,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-03-05,DEU,Europe,Germany,349.0,109.0,46.143,,,,4.184,1.307,0.553,,,,2.94,,,,,,,77.0,0.923,,,,,,,,,,,,,,,,,,,,,,,25.0,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-03-06,DEU,Europe,Germany,534.0,185.0,68.714,,,,6.402,2.218,0.824,,,,3.01,,,,,,,92.0,1.103,,,,,,,,,,,,,,,,,,,,,,,25.0,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-03-07,DEU,Europe,Germany,684.0,150.0,88.286,,,,8.201,1.798,1.058,,,,2.97,,,,,,,134.0,1.607,,,,,,,,,,,,,,,,,,,,,,,25.0,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-03-08,DEU,Europe,Germany,847.0,163.0,104.286,,,,10.155,1.954,1.25,,,,2.93,,,,,,,150.0,1.798,,,,,,,,,,,,,,,,,,,,,,,25.0,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-16342.4,-7.82,-10.04,-195.931942424035
2020-03-09,DEU,Europe,Germany,1112.0,265.0,137.429,2.0,2.0,,13.332,3.177,1.648,0.024,0.024,,2.93,,,,,,,161.0,1.93,,,,,,,,,,,,,,,,,,,,,,,28.7,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-03-10,DEU,Europe,Germany,1296.0,184.0,158.286,2.0,0.0,,15.538,2.206,1.898,0.024,0.0,,2.89,,,,,,,183.0,2.194,,,,,,,,,,,,,,,,,,,,,,,32.87,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-03-11,DEU,Europe,Germany,1567.0,271.0,189.571,3.0,1.0,,18.787,3.249,2.273,0.036,0.012,,2.92,,,,,,,222.0,2.662,,,,,,,,,,,,,,,,,,,,,,,32.87,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-03-12,DEU,Europe,Germany,2369.0,802.0,288.571,5.0,2.0,,28.402,9.615,3.46,0.06,0.024,,2.95,,,,,,,264.0,3.165,,,,,,,,,,,,,,,,,,,,,,,32.87,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-03-13,DEU,Europe,Germany,3062.0,693.0,361.143,5.0,0.0,,36.711,8.309,4.33,0.06,0.0,,2.86,,,,,,,323.0,3.873,,,,,,,,,,,,,,,,,,,,,,,32.87,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-03-14,DEU,Europe,Germany,3795.0,733.0,444.429,8.0,3.0,1.143,45.499,8.788,5.328,0.096,0.036,0.014,2.81,,,,,,,396.0,4.748,,,,,,,,,,,,,,,,,,,,,,,32.87,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-03-15,DEU,Europe,Germany,4838.0,1043.0,570.143,12.0,4.0,1.714,58.004,12.505,6.836,0.144,0.048,0.021,2.77,,,,,,,452.0,5.419,129291.0,,1.541,,,,0.058,17.2,tests performed,,,,,,,,,,,,,,32.87,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-17429.1,-7.58,-5.19,-208.960582148445
2020-03-16,DEU,Europe,Germany,6012.0,1174.0,700.0,12.0,0.0,1.429,72.079,14.075,8.392,0.144,0.0,0.017,2.68,,,,,,,526.0,6.306,,,,,,,,,tests performed,,,,,,,,,,,,,,42.13,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-03-17,DEU,Europe,Germany,7156.0,1144.0,837.143,12.0,0.0,1.429,85.795,13.716,10.037,0.144,0.0,0.017,2.59,,,,,,,687.0,8.237,,,,,,,,,tests performed,,,,,,,,,,,,,,42.13,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-03-18,DEU,Europe,Germany,8198.0,1042.0,947.286,12.0,0.0,1.286,98.287,12.493,11.357,0.144,0.0,0.015,2.52,,,,,,,859.0,10.299,,,,,,,,,tests performed,,,,,,,,,,,,,,52.31,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-03-19,DEU,Europe,Germany,10999.0,2801.0,1232.857,20.0,8.0,2.143,131.869,33.582,14.781,0.24,0.096,0.026,2.48,,,,,,,1127.0,13.512,,,,,,,,,tests performed,,,,,,,,,,,,,,55.09,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-03-20,DEU,Europe,Germany,13957.0,2958.0,1556.429,31.0,11.0,3.714,167.333,35.464,18.66,0.372,0.132,0.045,2.41,200.0,2.398,,,,,1402.0,16.809,,,,,,,,,tests performed,,,,,,,,,,,,,,57.87,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-03-21,DEU,Europe,Germany,16662.0,2705.0,1838.143,47.0,16.0,5.571,199.764,32.431,22.038,0.563,0.192,0.067,2.32,308.0,3.693,,,,,1688.0,20.238,,,,,,,,,tests performed,,,,,,,,,,,,,,68.06,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-03-22,DEU,Europe,Germany,18610.0,1948.0,1967.429,55.0,8.0,6.143,223.119,23.355,23.588,0.659,0.096,0.074,2.25,364.0,4.364,,,,,2017.0,24.182,503825.0,,6.005,,53505.0,0.638,0.069,14.5,tests performed,,,,,,,,,,,,,,76.85,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-17779.2,-7.11,-1.74,-213.157993363606
2020-03-23,DEU,Europe,Germany,22672.0,4062.0,2380.0,86.0,31.0,10.571,271.819,48.7,28.534,1.031,0.372,0.127,2.22,451.0,5.407,,,,,2232.0,26.76,,,,,53567.0,0.638,,,tests performed,,,,,,,,,,,,,,76.85,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-03-24,DEU,Europe,Germany,27436.0,4764.0,2897.143,114.0,28.0,14.571,328.935,57.116,34.734,1.367,0.336,0.175,2.14,616.0,7.385,,,,,2532.0,30.357,,,,,53630.0,0.639,,,tests performed,,,,,,,,,,,,,,76.85,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-03-25,DEU,Europe,Germany,31554.0,4118.0,3336.571,149.0,35.0,19.571,378.307,49.371,40.003,1.786,0.42,0.235,2.0,789.0,9.459,,,,,2996.0,35.92,,,,,53693.0,0.64,,,tests performed,,,,,,,,,,,,,,76.85,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-03-26,DEU,Europe,Germany,36508.0,4954.0,3644.143,198.0,49.0,25.429,437.701,59.394,43.69,2.374,0.587,0.305,1.84,824.0,9.879,,,,,3487.0,41.806,,,,,53755.0,0.641,,,tests performed,,,,,,,,,,,,,,76.85,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-03-27,DEU,Europe,Germany,42288.0,5780.0,4047.286,253.0,55.0,31.714,506.998,69.297,48.524,3.033,0.659,0.38,1.75,905.0,10.85,,,,,3976.0,47.669,,,,,53818.0,0.641,,,tests performed,,,,,,,,,,,,,,76.85,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-03-28,DEU,Europe,Germany,48582.0,6294.0,4560.0,325.0,72.0,39.714,582.458,75.46,54.671,3.896,0.863,0.476,1.67,1001.0,12.001,,,,,4463.0,53.508,,,,,53880.0,0.642,,,tests performed,,,,,,,,,,,,,,76.85,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-03-29,DEU,Europe,Germany,52547.0,3965.0,4848.143,389.0,64.0,47.714,629.995,47.537,58.125,4.664,0.767,0.572,1.58,1063.0,12.744,,,,,4861.0,58.279,881424.0,,10.506,,53943.0,0.643,0.088,11.4,tests performed,,,,,,,,,,,,,,76.85,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-17504.1,-6.5,1.42,-209.85977049788
2020-03-30,DEU,Europe,Germany,57298.0,4751.0,4946.571,455.0,66.0,52.714,686.956,56.961,59.305,5.455,0.791,0.632,1.5,1203.0,14.423,,,,,5141.0,61.636,,,,,54760.0,0.653,,,tests performed,,,,,,,,,,,,,,76.85,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-03-31,DEU,Europe,Germany,61913.0,4615.0,4925.286,583.0,128.0,67.0,742.286,55.33,59.05,6.99,1.535,0.803,1.43,1551.0,18.595,,,,,5472.0,65.605,,,,,55577.0,0.662,,,tests performed,,,,,,,,,,,,,,76.85,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-04-01,DEU,Europe,Germany,67366.0,5453.0,5116.0,732.0,149.0,83.286,807.663,65.377,61.337,8.776,1.786,0.999,1.36,1785.0,21.401,,,,,5901.0,70.748,,,,,56395.0,0.672,,,tests performed,,,,,,,,,,,,,,76.85,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-04-02,DEU,Europe,Germany,73522.0,6156.0,5287.714,872.0,140.0,96.286,881.468,73.805,63.395,10.455,1.678,1.154,1.28,2103.0,25.213,,,,,6125.0,73.434,,,,,57212.0,0.682,,,tests performed,,,,,,,,,,,,,,76.85,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-04-03,DEU,Europe,Germany,79696.0,6174.0,5344.0,1017.0,145.0,109.143,955.49,74.021,64.07,12.193,1.738,1.309,1.22,2364.0,28.342,,,,,6258.0,75.028,,,,,58029.0,0.692,,,tests performed,,,,,,,,,,,,,,76.85,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-04-04,DEU,Europe,Germany,85778.0,6082.0,5313.714,1158.0,141.0,119.0,1028.408,72.918,63.707,13.883,1.69,1.427,1.18,2474.0,29.661,,,,,6349.0,76.119,,,,,58846.0,0.701,,,tests performed,,,,,,,,,,,,,,76.85,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-04-05,DEU,Europe,Germany,91714.0,5936.0,5595.286,1342.0,184.0,136.143,1099.575,71.168,67.083,16.089,2.206,1.632,1.15,2531.0,30.345,,,,,6236.0,74.765,1299070.0,,15.483,,59664.0,0.711,0.09,11.1,tests performed,,,,,,,,,,,,,,76.85,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-15790.4,-5.48,9.04,-189.313916172195
2020-04-06,DEU,Europe,Germany,95391.0,3677.0,5441.857,1434.0,92.0,139.857,1143.66,44.084,65.243,17.192,1.103,1.677,1.08,2554.0,30.62,,,,,6106.0,73.206,,,,,58971.0,0.703,,,tests performed,,,,,,,,,,,,,,76.85,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-04-07,DEU,Europe,Germany,99225.0,3834.0,5330.286,1607.0,173.0,146.286,1189.626,45.967,63.906,19.267,2.074,1.754,1.02,2644.0,31.699,,,,,6036.0,72.367,,,,,58278.0,0.695,,,tests performed,,,,,,,,,,,,,,76.85,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-04-08,DEU,Europe,Germany,103228.0,4003.0,5123.143,1861.0,254.0,161.286,1237.619,47.993,61.422,22.312,3.045,1.934,0.96,2661.0,31.903,,,,,5783.0,69.333,,,,,57585.0,0.686,,,tests performed,,,,,,,,,,,,,,76.85,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-04-09,DEU,Europe,Germany,108202.0,4974.0,4954.286,2107.0,246.0,176.429,1297.253,59.634,59.398,25.261,2.949,2.115,0.91,2718.0,32.587,,,,,5620.0,67.379,,,,,56892.0,0.678,,,tests performed,,,,,,,,,,,,,,76.85,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-04-10,DEU,Europe,Germany,113525.0,5323.0,4832.714,2373.0,266.0,193.714,1361.071,63.818,57.94,28.45,3.189,2.322,0.87,2704.0,32.419,,,,,5436.0,65.173,,,,,56199.0,0.67,,,tests performed,,,,,,,,,,,,,,76.85,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-04-11,DEU,Europe,Germany,117658.0,4133.0,4554.286,2544.0,171.0,198.0,1410.623,49.551,54.602,30.5,2.05,2.374,0.84,2657.0,31.855,,,,,4973.0,59.622,,,,,55506.0,0.662,,,tests performed,,,,,,,,,,,,,,76.85,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-04-12,DEU,Europe,Germany,120479.0,2821.0,4109.286,2673.0,129.0,190.143,1444.444,33.821,49.267,32.047,1.547,2.28,0.82,2657.0,31.855,,,,,4796.0,57.5,1682764.0,,20.057,,54813.0,0.653,0.08,12.5,tests performed,,,,,,,,,,,,,,76.85,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-13650.7,-4.45,11.65,-163.660672021721
2020-04-13,DEU,Europe,Germany,123016.0,2537.0,3946.429,2799.0,126.0,195.0,1474.861,30.417,47.314,33.558,1.511,2.338,0.79,2722.0,32.635,,,,,4735.0,56.769,,,,,53921.0,0.643,,,tests performed,,,,,,,,,,,,,,76.85,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
2020-04-14,DEU,Europe,Germany,125098.0,2082.0,3696.143,2969.0,170.0,194.571,1499.822,24.961,44.314,35.596,2.038,2.333,0.77,2725.0,32.671,,,,,4360.0,52.273,,,,,53029.0,0.632,,,tests performed,,,,,,,,,,,,,,76.85,83408554.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
